locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFGBILMD_03126	CDS	1017	fbpA	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85A
GFGBILMD_03127	CDS	900			COG0627	MPT51/MPB51 antigen
GFGBILMD_03128	CDS	1011				hypothetical protein
GFGBILMD_03129	CDS	1890		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
GFGBILMD_03130	CDS	5202				hypothetical protein
GFGBILMD_03131	CDS	1569	accD5_2	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
GFGBILMD_03132	CDS	510				hypothetical protein
GFGBILMD_03133	CDS	681	bioD	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD
GFGBILMD_03134	CDS	1161	bioF1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 1
GFGBILMD_03135	CDS	1380	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
GFGBILMD_03136	CDS	450				hypothetical protein
GFGBILMD_03137	CDS	693				hypothetical protein
GFGBILMD_03138	CDS	2190				hypothetical protein
GFGBILMD_03139	CDS	2166	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
GFGBILMD_03140	CDS	2298	treY	5.4.99.15	COG3280	Putative maltooligosyl trehalose synthase
GFGBILMD_03141	CDS	1743	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
GFGBILMD_03142	CDS	405		3.1.-.-	COG1487	Ribonuclease VapC11
GFGBILMD_03143	CDS	204			COG5450	Antitoxin VapB11
GFGBILMD_03144	CDS	1290	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
GFGBILMD_03145	CDS	447		1.1.98.-		F420H(2)-dependent quinone reductase
GFGBILMD_03146	CDS	1179	mmpL2_2		COG2409	putative transport protein MmpL2
GFGBILMD_03147	CDS	528				putative HTH-type transcriptional regulator
GFGBILMD_03148	CDS	378	frdD			Fumarate reductase subunit D
GFGBILMD_03149	CDS	381	frdC		COG3029	Fumarate reductase subunit C
GFGBILMD_03150	CDS	744	frdB_2	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
GFGBILMD_03151	CDS	1752	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GFGBILMD_03152	CDS	234				hypothetical protein
GFGBILMD_03153	CDS	921	plsB1_1		COG2937	Putative acyltransferase plsB1
GFGBILMD_03154	CDS	1002	plsB1_2		COG2937	Putative acyltransferase plsB1
GFGBILMD_03155	CDS	1389		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
GFGBILMD_03156	CDS	432		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
GFGBILMD_03157	CDS	2283				putative PPE family protein PPE40
GFGBILMD_03158	CDS	3555	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
GFGBILMD_03159	CDS	432				putative protein
GFGBILMD_03160	CDS	234				hypothetical protein
GFGBILMD_03161	CDS	804		1.-.-.-		putative oxidoreductase
GFGBILMD_03162	CDS	1026		1.-.-.-		putative oxidoreductase
GFGBILMD_03163	CDS	411	glbN		COG2346	Group 1 truncated hemoglobin GlbN
GFGBILMD_03164	CDS	594	lprI		COG4461	Lipoprotein LprI
GFGBILMD_03165	CDS	885		5.4.99.-	COG0564	putative RNA pseudouridine synthase
GFGBILMD_03166	CDS	609	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
GFGBILMD_03167	CDS	966	ansA	3.5.1.1	COG0252	putative L-asparaginase
GFGBILMD_03168	CDS	1392	dinB1_2	2.7.7.7	COG0389	DNA polymerase IV 1
GFGBILMD_03169	CDS	3126	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
GFGBILMD_03170	CDS	237				hypothetical protein
GFGBILMD_03171	CDS	678	betI_3			HTH-type transcriptional regulator BetI
GFGBILMD_03172	CDS	1128		1.13.12.-	COG2070	Putative monooxygenase
GFGBILMD_03173	CDS	435				hypothetical protein
GFGBILMD_03174	CDS	567				hypothetical protein
GFGBILMD_03175	CDS	1104	adh	1.1.1.1	COG1063	putative alcohol dehydrogenase adh
GFGBILMD_03176	CDS	1755		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase fadD25
GFGBILMD_03177	CDS	441				hypothetical protein
GFGBILMD_03178	CDS	6303	pks5	2.3.1.-	COG3321	Mycocerosic acid synthase-like polyketide synthase
GFGBILMD_03179	CDS	1281		2.4.-.-	COG1819	putative glycosyltransferase
GFGBILMD_03180	CDS	786	wbbL2			putative protein
GFGBILMD_03181	CDS	1245		2.4.-.-	COG1819	putative glycosyltransferase
GFGBILMD_03182	CDS	786		2.1.1.-		Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase
GFGBILMD_03183	CDS	2121	mmpL8_2		COG2409	Sulfolipid-1 exporter MmpL8
GFGBILMD_03184	CDS	714	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacylase
GFGBILMD_03185	CDS	366				hypothetical protein
GFGBILMD_03186	CDS	849				hypothetical protein
GFGBILMD_03187	CDS	531				hypothetical protein
GFGBILMD_03188	CDS	444		1.-.-.-		F420H(2)-dependent reductase
GFGBILMD_03189	CDS	189				putative proteinA
GFGBILMD_03190	CDS	588				hypothetical protein
GFGBILMD_03191	CDS	147				hypothetical protein
GFGBILMD_03192	CDS	1074				hypothetical protein
GFGBILMD_03193	CDS	684				hypothetical protein
GFGBILMD_03194	CDS	1296	pimE	2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase
GFGBILMD_03195	CDS	279		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
GFGBILMD_03196	CDS	426	mutT2	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 2
GFGBILMD_03197	CDS	3699	narG	1.7.5.1	COG5013	Nitrate reductase alpha subunit
GFGBILMD_03198	CDS	1677	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
GFGBILMD_03199	CDS	666				hypothetical protein
GFGBILMD_03200	CDS	741	narX_2		COG2180	Nitrate reductase-like protein NarX
GFGBILMD_03201	CDS	1887	typA		COG1217	GTP-binding protein TypA/BipA
GFGBILMD_03202	CDS	1908	lpqW		COG0747	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW
GFGBILMD_03203	CDS	606				putative HTH-type transcriptional regulator
GFGBILMD_03204	CDS	1041				putative PPE family protein PPE17
GFGBILMD_03205	CDS	303	lipY_3	3.1.1.3		Triacylglycerol lipase
GFGBILMD_03206	CDS	912	mshB_2	3.5.1.103	COG2120	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
GFGBILMD_03207	CDS	108				hypothetical protein
GFGBILMD_03208	CDS	441				hypothetical protein
GFGBILMD_03209	CDS	927				hypothetical protein
GFGBILMD_03210	CDS	2430	fbiC		COG1060	FO synthase
GFGBILMD_03211	CDS	333				hypothetical protein
GFGBILMD_03212	CDS	2025	fadH_2	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
GFGBILMD_03213	CDS	570				hypothetical protein
GFGBILMD_03214	CDS	327	fdxA_2		COG1146	Ferredoxin
GFGBILMD_03215	CDS	1089	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
GFGBILMD_03216	CDS	2820				hypothetical protein
GFGBILMD_03217	CDS	6258	msl3	2.3.1.252	COG3321	Mycolipanoate synthase
GFGBILMD_03218	CDS	1419	papA3	2.3.1.-	COG1020	Acyltransferase papA3
GFGBILMD_03219	CDS	3009			COG2409	Acyltrehalose exporter MmpL10
GFGBILMD_03220	CDS	1092	chp2	2.3.1.-		Diacyltrehalose acyltransferase Chp2
GFGBILMD_03221	CDS	1737		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD21
GFGBILMD_03222	CDS	1617				hypothetical protein
GFGBILMD_03223	CDS	1632	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
GFGBILMD_03224	CDS	990	fadM	1.5.5.2	COG0506	Proline dehydrogenase 1
GFGBILMD_03225	CDS	873	sigI		COG1595	putative ECF RNA polymerase sigma factor SigI
GFGBILMD_03226	CDS	819	dhaA_2	3.8.1.5		Haloalkane dehalogenase
GFGBILMD_03227	CDS	915				hypothetical protein
GFGBILMD_03228	CDS	828				hypothetical protein
GFGBILMD_03229	CDS	1422	lcfB_4	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GFGBILMD_03230	CDS	1266				hypothetical protein
GFGBILMD_03231	CDS	306				PE family protein PE13
GFGBILMD_03232	CDS	1176				PPE family protein PPE18
GFGBILMD_03233	CDS	258				hypothetical protein
GFGBILMD_03234	CDS	255				hypothetical protein
GFGBILMD_03235	CDS	435		3.1.-.-		Ribonuclease VapC37
GFGBILMD_03236	CDS	834			COG4279	putative protein
GFGBILMD_03237	CDS	3042				hypothetical protein
GFGBILMD_03238	CDS	1653				hypothetical protein
GFGBILMD_03239	CDS	1476				hypothetical protein
GFGBILMD_03240	CDS	1344	pafA	6.3.1.19		Pup--protein ligase
GFGBILMD_03241	CDS	999	pafB		COG2378	Protein PafB
GFGBILMD_03242	CDS	951	pafC		COG2378	Protein PafC
GFGBILMD_03243	CDS	252	tatA			Sec-independent protein translocase protein TatA
GFGBILMD_03244	CDS	855	tatC		COG0805	Sec-independent protein translocase protein TatC
GFGBILMD_03245	CDS	2721	helY	3.6.4.-	COG4581	putative helicase HelY
GFGBILMD_03246	CDS	735				putative protein
GFGBILMD_03247	CDS	921		3.1.11.-	COG0258	5'-3' exonuclease
GFGBILMD_03248	CDS	1215	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
GFGBILMD_03249	CDS	1770	pknJ	2.7.11.1		Serine/threonine-protein kinase PknJ
GFGBILMD_03250	CDS	606				hypothetical protein
GFGBILMD_03251	CDS	1002				putative protein
GFGBILMD_03252	CDS	945				hypothetical protein
GFGBILMD_03253	CDS	2166				putative protein
GFGBILMD_03254	CDS	444				hypothetical protein
GFGBILMD_03255	CDS	573	lppJ			Putative lipoprotein LppJ
GFGBILMD_03256	CDS	1827				hypothetical protein
GFGBILMD_03257	CDS	315				hypothetical protein
GFGBILMD_03258	CDS	972				hypothetical protein
GFGBILMD_03259	CDS	165				hypothetical protein
GFGBILMD_03260	CDS	1428				hypothetical protein
GFGBILMD_03261	CDS	408		1.3.98.-		F420H(2)-dependent biliverdin reductase
GFGBILMD_03262	CDS	750		1.-.-.-	COG1028	putative oxidoreductase
GFGBILMD_03263	CDS	1173	cobL	2.1.1.132	COG2241	Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
GFGBILMD_03264	CDS	756	cobM	2.1.1.133	COG2875	Precorrin-4 C(11)-methyltransferase
GFGBILMD_03265	CDS	735	cobK	1.3.1.54	COG2099	Precorrin-6A reductase
GFGBILMD_03266	CDS	564	sigC		COG1595	ECF RNA polymerase sigma factor SigC
GFGBILMD_03267	CDS	924	blaC	3.5.2.6	COG2367	Beta-lactamase
GFGBILMD_03268	CDS	1224				putative protein
GFGBILMD_03269	CDS	1527	cobIJ		COG1010	Cobalamin biosynthesis protein CobIJ
GFGBILMD_03270	CDS	627	cobH	5.4.99.61	COG2082	Precorrin-8X methylmutase
GFGBILMD_03271	CDS	1092				hypothetical protein
GFGBILMD_03272	CDS	315	mazF7	3.1.-.-	COG2337	putative endoribonuclease MazF7
GFGBILMD_03273	CDS	153	mazE7			Antitoxin MazE7
GFGBILMD_03274	CDS	3585	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
GFGBILMD_03275	CDS	405				hypothetical protein
GFGBILMD_03276	CDS	402				hypothetical protein
GFGBILMD_03277	CDS	636				hypothetical protein
GFGBILMD_03278	CDS	237	rpmB_2		COG0227	50S ribosomal protein L28
GFGBILMD_03279	CDS	165	rpmG2_2		COG0267	50S ribosomal protein L33 2
GFGBILMD_03280	CDS	306	rpsN		COG0199	30S ribosomal protein S14
GFGBILMD_03281	CDS	267	rpsR1_2		COG0238	30S ribosomal protein S18 1
GFGBILMD_03282	CDS	714	clcD	3.1.1.45		Carboxymethylenebutenolidase
GFGBILMD_03283	CDS	531				hypothetical protein
GFGBILMD_03284	CDS	1605	hutI_2	3.5.2.7		Imidazolonepropionase
GFGBILMD_03285	CDS	2790	ppm1_2		COG0815	Bifunctional apolipoprotein N-acyltransferase/polyprenol monophosphomannose synthase
GFGBILMD_03286	CDS	336	rbpA			RNA polymerase-binding protein RbpA
GFGBILMD_03287	CDS	225				hypothetical protein
GFGBILMD_03288	CDS	1395				hypothetical protein
GFGBILMD_03289	CDS	1752		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase fadD25
GFGBILMD_03290	CDS	201				hypothetical protein
GFGBILMD_03291	CDS	1041			COG0463	putative protein
GFGBILMD_03292	CDS	960				hypothetical protein
GFGBILMD_03293	CDS	765	sap_2			Sulfolipid-1 exporter Sap
GFGBILMD_03294	CDS	1011			COG0463	putative protein
GFGBILMD_03295	CDS	897				hypothetical protein
GFGBILMD_03296	CDS	789		2.4.-.-	COG0463	putative glycosyltransferase
GFGBILMD_03297	CDS	732				hypothetical protein
GFGBILMD_03298	CDS	969	fcl_1	1.1.1.271	COG0451	GDP-L-fucose synthase
GFGBILMD_03299	CDS	1023	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
GFGBILMD_03300	CDS	1299				putative protein
GFGBILMD_03301	CDS	120				hypothetical protein
GFGBILMD_03302	CDS	765	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
GFGBILMD_03303	CDS	363	gmd_2	4.2.1.47		GDP-mannose 4,6-dehydratase
GFGBILMD_03304	CDS	1560				hypothetical protein
GFGBILMD_03305	CDS	696				putative protein
GFGBILMD_03306	CDS	501				hypothetical protein
GFGBILMD_03307	CDS	666	lpxD	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
GFGBILMD_03308	CDS	564	wecE_1	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
GFGBILMD_03309	CDS	441	wecE_2	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
GFGBILMD_03310	CDS	900				putative protein
GFGBILMD_03311	CDS	822			COG5285	putative protein
GFGBILMD_03312	CDS	1029	pimF	2.4.-.-	COG0463	Putative glycosyltransferases
GFGBILMD_03313	CDS	213			COG3360	Dodecin
GFGBILMD_03314	CDS	618				putative protein
GFGBILMD_03315	CDS	1287				hypothetical protein
GFGBILMD_03316	CDS	1005		3.6.-.-	COG1703	putative GTPase
GFGBILMD_03317	CDS	318	mazF4	3.1.-.-	COG2337	Endoribonuclease MazF4
GFGBILMD_03318	CDS	303	mazE4			putative antitoxin MazE4
GFGBILMD_03319	CDS	2253	mutB_1	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
GFGBILMD_03320	CDS	1848	mutA	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase small subunit
GFGBILMD_03321	CDS	759				hypothetical protein
GFGBILMD_03322	CDS	1308				hypothetical protein
GFGBILMD_03323	CDS	210	mutB_2	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
GFGBILMD_03324	CDS	357				hypothetical protein
GFGBILMD_03325	CDS	1146			COG0330	putative protein
GFGBILMD_03326	CDS	435				hypothetical protein
GFGBILMD_03327	CDS	909				putative protein
GFGBILMD_03328	CDS	1035	hemH	4.99.1.1	COG0276	Ferrochelatase
GFGBILMD_03329	CDS	810	inhA_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH]
GFGBILMD_03330	CDS	744	fabG1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG1
GFGBILMD_03331	CDS	924				hypothetical protein
GFGBILMD_03332	CDS	1008				hypothetical protein
GFGBILMD_03333	CDS	954			COG1721	putative protein
GFGBILMD_03334	CDS	1134				hypothetical protein
GFGBILMD_03335	CDS	726	ripB	3.4.-.-	COG0791	Peptidoglycan endopeptidase RipB
GFGBILMD_03336	CDS	1419	ripA	3.4.-.-	COG0791	Peptidoglycan endopeptidase RipA
GFGBILMD_03337	CDS	561				hypothetical protein
GFGBILMD_03338	CDS	2832	acn	4.2.1.3	COG1048	Aconitate hydratase A
GFGBILMD_03339	CDS	564				HTH-type transcriptional repressor
GFGBILMD_03340	CDS	192				hypothetical protein
GFGBILMD_03341	CDS	1629	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
GFGBILMD_03342	CDS	858		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
GFGBILMD_03343	CDS	372	trxC_1		COG0526	Putative thioredoxin 2
GFGBILMD_03344	CDS	375	trxC_2		COG0526	Putative thioredoxin 2
GFGBILMD_03345	CDS	1977	ctpD	3.6.3.-	COG2217	putative cobalt/nickel-exporting P-type ATPase
GFGBILMD_03346	CDS	1290			COG1373	putative protein
GFGBILMD_03347	CDS	360	ddn_2	1.-.-.-		Deazaflavin-dependent nitroreductase
GFGBILMD_03348	CDS	861	bpoC_2	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
GFGBILMD_03349	CDS	957	dhaA_3	3.8.1.5		Haloalkane dehalogenase
GFGBILMD_03350	CDS	1488	aam	3.5.1.13	COG0154	Acylamidase
GFGBILMD_03351	CDS	708		1.-.-.-		putative oxidoreductase
GFGBILMD_03352	CDS	603				hypothetical protein
GFGBILMD_03353	CDS	483				hypothetical protein
GFGBILMD_03354	CDS	972	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
GFGBILMD_03355	CDS	1365	aofH	1.4.3.-	COG1231	Putative flavin-containing monoamine oxidase AofH
GFGBILMD_03356	CDS	1125				hypothetical protein
GFGBILMD_03357	CDS	1137		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
GFGBILMD_03358	CDS	627				hypothetical protein
GFGBILMD_03359	CDS	960				hypothetical protein
GFGBILMD_03360	CDS	483				hypothetical protein
GFGBILMD_03361	CDS	963	ravA	3.6.3.-		ATPase RavA
GFGBILMD_03362	CDS	1272				hypothetical protein
GFGBILMD_03363	CDS	438				hypothetical protein
GFGBILMD_03364	CDS	1158	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
GFGBILMD_03365	CDS	642				hypothetical protein
GFGBILMD_03366	CDS	2043				putative PPE family protein PPE40
GFGBILMD_03367	CDS	1770				putative PPE family protein PPE40
GFGBILMD_03368	CDS	1596	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
GFGBILMD_03369	CDS	1665	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
GFGBILMD_03370	CDS	1902	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
GFGBILMD_03371	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
GFGBILMD_03372	CDS	789				hypothetical protein
GFGBILMD_03373	CDS	636	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
GFGBILMD_03374	CDS	1233	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
GFGBILMD_03375	CDS	2421	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
GFGBILMD_03376	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
GFGBILMD_03377	CDS	759	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
GFGBILMD_03378	CDS	1323	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
GFGBILMD_03379	CDS	711	nuoC	7.1.1.-	COG0852	NADH-quinone oxidoreductase subunit C
GFGBILMD_03380	CDS	555	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
GFGBILMD_03381	CDS	492	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
GFGBILMD_03382	CDS	1230				hypothetical protein
GFGBILMD_03383	CDS	402			COG0784	putative response regulatory protein
GFGBILMD_03384	CDS	429				hypothetical protein
GFGBILMD_03385	CDS	972	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
GFGBILMD_03386	CDS	1206	caiA_4	1.3.8.13		Crotonobetainyl-CoA reductase
GFGBILMD_03387	CDS	1407	caiA_5	1.3.8.13		Crotonobetainyl-CoA reductase
GFGBILMD_03388	CDS	1089				hypothetical protein
GFGBILMD_03389	CDS	783	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
GFGBILMD_03390	CDS	315				hypothetical protein
GFGBILMD_03391	CDS	1143				putative PPE family protein PPE51
GFGBILMD_03392	CDS	789				putative PPE family protein PPE51
GFGBILMD_03393	CDS	807				Universal stress protein
GFGBILMD_03394	CDS	654	devR		COG2197	DNA-binding transcriptional activator DevR/DosR
GFGBILMD_03395	CDS	1737	devS	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DevS/DosS
GFGBILMD_03396	CDS	999				Putative NAD(P)H nitroreductase
GFGBILMD_03397	CDS	1392	tgs1	2.3.1.20		putative diacyglycerol O-acyltransferase tgs1
GFGBILMD_03398	CDS	315				putative protein
GFGBILMD_03399	CDS	126				hypothetical protein
GFGBILMD_03400	CDS	1776				putative PE-PGRS family protein PE_PGRS24
GFGBILMD_03401	CDS	2196	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
GFGBILMD_03402	CDS	2067	glgE	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
GFGBILMD_03403	CDS	2592	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
GFGBILMD_03404	CDS	1977	dinG	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
GFGBILMD_03405	CDS	1347	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
GFGBILMD_03406	CDS	306	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
GFGBILMD_03407	CDS	591				putative protein
GFGBILMD_03408	CDS	1035		3.4.11.-	COG3191	putative aminopeptidase
GFGBILMD_03409	CDS	414	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
GFGBILMD_03410	CDS	282	cysO		COG1977	Sulfur carrier protein CysO
GFGBILMD_03411	CDS	972	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
GFGBILMD_03412	CDS	684				hypothetical protein
GFGBILMD_03413	CDS	816	murI	5.1.1.3	COG0796	Glutamate racemase
GFGBILMD_03414	CDS	759			COG1234	putative protein
GFGBILMD_03415	CDS	780	rph	2.7.7.56	COG0689	Ribonuclease PH
GFGBILMD_03416	CDS	606		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
GFGBILMD_03417	CDS	363				putative protein
GFGBILMD_03418	CDS	381				hypothetical protein
GFGBILMD_03419	CDS	255	mbtL		COG0236	Acyl carrier protein MbtL
GFGBILMD_03420	CDS	1566	mbtM	6.2.1.20	COG0318	Long-chain-fatty-acid--[acyl-carrier-protein] ligase MbtM
GFGBILMD_03421	CDS	1161	mbtN	1.3.99.-		Acyl-[acyl-carrier-protein] dehydrogenase MbtN
GFGBILMD_03422	CDS	633	mbtK	2.3.1.-	COG1670	Lysine N-acyltransferase MbtK
GFGBILMD_03423	tRNA	85				tRNA-Leu(tag)
GFGBILMD_03424	CDS	2580	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
GFGBILMD_03425	CDS	1740	irtB	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
GFGBILMD_03426	CDS	744	fabG2_2	1.-.-.-		putative oxidoreductase
GFGBILMD_03427	CDS	273				hypothetical protein
GFGBILMD_03428	CDS	372				putative protein
GFGBILMD_03429	CDS	786				HTH-type transcriptional repressor
GFGBILMD_03430	CDS	1872				hypothetical protein
GFGBILMD_03431	CDS	2148				hypothetical protein
GFGBILMD_03432	CDS	756				hypothetical protein
GFGBILMD_03433	CDS	867			COG2199	putative signaling protein
GFGBILMD_03434	CDS	3375				hypothetical protein
GFGBILMD_03435	CDS	606				hypothetical protein
GFGBILMD_03436	CDS	237				hypothetical protein
GFGBILMD_03437	CDS	1023			COG2141	putative protein
GFGBILMD_03438	CDS	1191				PPE family protein PPE18
GFGBILMD_03439	CDS	663				putative protein
GFGBILMD_03440	CDS	786				putative protein
GFGBILMD_03441	CDS	1962			COG1366	putative protein
GFGBILMD_03442	CDS	387	rsfA_2		COG1366	Anti-sigma-F factor antagonist RsfA
GFGBILMD_03443	CDS	792			COG2357	putative protein
GFGBILMD_03444	CDS	228				hypothetical protein
GFGBILMD_03445	CDS	1206			COG1680	putative protein
GFGBILMD_03446	CDS	786	lprF			Putative diacylated glycolipid transporter LprF
GFGBILMD_03447	CDS	630				hypothetical protein
GFGBILMD_03448	CDS	1095	fcl_2	1.1.1.271		GDP-L-fucose synthase
GFGBILMD_03449	CDS	1011		4.1.3.39		4-hydroxy-2-oxovalerate aldolase
GFGBILMD_03450	CDS	1674	ilvB2	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvB2
GFGBILMD_03451	CDS	390				hypothetical protein
GFGBILMD_03452	CDS	507				hypothetical protein
GFGBILMD_03453	CDS	903	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GFGBILMD_03454	CDS	1350	kgtP			Alpha-ketoglutarate permease
GFGBILMD_03455	CDS	297				PE family protein PE13
GFGBILMD_03456	CDS	1182				PPE family protein PPE18
GFGBILMD_03457	CDS	3159				putative membrane protein
GFGBILMD_03458	CDS	1494		2.3.1.20		Putative diacyglycerol O-acyltransferase
GFGBILMD_03459	CDS	690				hypothetical protein
GFGBILMD_03460	CDS	606				hypothetical protein
GFGBILMD_03461	CDS	561				hypothetical protein
GFGBILMD_03462	CDS	1539	lcpA_2		COG1316	Cell wall biosynthesis protein LcpA
GFGBILMD_03463	CDS	945				hypothetical protein
GFGBILMD_03464	CDS	492			COG2259	putative membrane protein
GFGBILMD_03465	CDS	984	lipF	3.1.1.1		Carboxylesterase LipF
GFGBILMD_03466	CDS	324			COG1695	Transcriptional regulator
GFGBILMD_03467	CDS	165				hypothetical protein
GFGBILMD_03468	CDS	1503	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
GFGBILMD_03469	CDS	579				hypothetical protein
GFGBILMD_03470	CDS	483				hypothetical protein
GFGBILMD_03471	CDS	729				hypothetical protein
GFGBILMD_03472	CDS	1695				hypothetical protein
GFGBILMD_03473	CDS	1155	lprN_4			Lipoprotein LprN
GFGBILMD_03474	CDS	1353				hypothetical protein
GFGBILMD_03475	CDS	1074				hypothetical protein
GFGBILMD_03476	CDS	1053				hypothetical protein
GFGBILMD_03477	CDS	1203				hypothetical protein
GFGBILMD_03478	CDS	843				hypothetical protein
GFGBILMD_03479	CDS	765				hypothetical protein
GFGBILMD_03480	CDS	954		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
GFGBILMD_03481	CDS	192				hypothetical protein
GFGBILMD_03482	CDS	1203		1.3.99.-		Acyl-CoA dehydrogenase FadE26
GFGBILMD_03483	CDS	1122		1.3.99.-		Acyl-CoA dehydrogenase FadE27
GFGBILMD_03484	CDS	1509		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
GFGBILMD_03485	CDS	4152				hypothetical protein
GFGBILMD_03486	CDS	381				hypothetical protein
GFGBILMD_03487	CDS	990	ispH1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1
GFGBILMD_03488	CDS	1839	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GFGBILMD_03489	CDS	891		3.1.7.9		Diterpene synthase
